0.98,514.5,294,110.25,7,5,0,0,15.55,21.33
0.98,514.5,294,110.25,7,5,0.1,1,24.59,26.29
0.98,514.5,294,110.25,7,5,0.1,2,24.25,25.89
0.98,514.5,294,110.25,7,5,0.1,3,24.35,26.14
0.98,514.5,294,110.25,7,5,0.1,4,24.32,25.87
0.98,514.5,294,110.25,7,5,0.1,5,24.26,26.18
0.98,514.5,294,110.25,7,5,0.25,1,28.41,29.49
0.98,514.5,294,110.25,7,5,0.25,2,28.6,30.02
0.98,514.5,294,110.25,7,5,0.25,3,28.63,30.19
0.98,514.5,294,110.25,7,5,0.25,4,28.62,30.12
0.98,514.5,294,110.25,7,5,0.25,5,28.61,30.2
0.98,514.5,294,110.25,7,5,0.4,1,32.53,33.04
0.98,514.5,294,110.25,7,5,0.4,2,32.72,33.78
0.98,514.5,294,110.25,7,5,0.4,3,32.75,34
0.98,514.5,294,110.25,7,5,0.4,4,32.74,33.88
0.98,514.5,294,110.25,7,5,0.4,5,32.73,34.01
0.9,563.5,318.5,122.5,7,5,0,0,19.68,29.6
0.9,563.5,318.5,122.5,7,5,0.1,1,28.09,34.33
0.9,563.5,318.5,122.5,7,5,0.1,2,27.9,34.2
0.9,563.5,318.5,122.5,7,5,0.1,3,29.05,29.67
0.9,563.5,318.5,122.5,7,5,0.1,4,29.79,29.92
0.9,563.5,318.5,122.5,7,5,0.1,5,29.02,33.01
0.9,563.5,318.5,122.5,7,5,0.25,1,32,37.58
0.9,563.5,318.5,122.5,7,5,0.25,2,31.66,37.72
0.9,563.5,318.5,122.5,7,5,0.25,3,32.29,32.46
0.9,563.5,318.5,122.5,7,5,0.25,4,33.28,33.16
0.9,563.5,318.5,122.5,7,5,0.25,5,32.46,35.62
0.9,563.5,318.5,122.5,7,5,0.4,1,35.96,40.99
0.9,563.5,318.5,122.5,7,5,0.4,2,35.69,40.66
0.9,563.5,318.5,122.5,7,5,0.4,3,34.29,33.31
0.9,563.5,318.5,122.5,7,5,0.4,4,36.57,36.1
0.9,563.5,318.5,122.5,7,5,0.4,5,35.24,37.27
0.86,588,294,147,7,5,0,0,18.31,27.87
0.86,588,294,147,7,5,0.1,1,25.27,31.73
0.86,588,294,147,7,5,0.1,2,25.36,31.9
0.86,588,294,147,7,5,0.1,3,26.46,27.4
0.86,588,294,147,7,5,0.1,4,27.03,25.81
0.86,588,294,147,7,5,0.1,5,26.45,31.28
0.86,588,294,147,7,5,0.25,1,28.66,34.73
0.86,588,294,147,7,5,0.25,2,28.4,34.52
0.86,588,294,147,7,5,0.25,3,29.07,29.82
0.86,588,294,147,7,5,0.25,4,29.88,28.31
0.86,588,294,147,7,5,0.25,5,29.39,33.47
0.86,588,294,147,7,5,0.4,1,31.29,36.73
0.86,588,294,147,7,5,0.4,2,31.64,36.86
0.86,588,294,147,7,5,0.4,3,31.84,31.6
0.86,588,294,147,7,5,0.4,4,32.75,31
0.86,588,294,147,7,5,0.4,5,32.06,35.71
0.82,612.5,318.5,147,7,5,0,0,15.98,24.93
0.82,612.5,318.5,147,7,5,0.1,1,22.58,28.51
0.82,612.5,318.5,147,7,5,0.1,2,22.79,28.79
0.82,612.5,318.5,147,7,5,0.1,3,23.87,24.93
0.82,612.5,318.5,147,7,5,0.1,4,24.24,25.16
0.82,612.5,318.5,147,7,5,0.1,5,23.86,27.69
0.82,612.5,318.5,147,7,5,0.25,1,26.19,31.39
0.82,612.5,318.5,147,7,5,0.25,2,24.94,29.88
0.82,612.5,318.5,147,7,5,0.25,3,25.17,26.41
0.82,612.5,318.5,147,7,5,0.25,4,26,27.34
0.82,612.5,318.5,147,7,5,0.25,5,25.49,28.14
0.82,612.5,318.5,147,7,5,0.4,1,28.65,33.54
0.82,612.5,318.5,147,7,5,0.4,2,28.01,32.92
0.82,612.5,318.5,147,7,5,0.4,3,28.91,29.64
0.82,612.5,318.5,147,7,5,0.4,4,29.52,28.43
0.82,612.5,318.5,147,7,5,0.4,5,29.92,32.54
0.79,637,343,147,7,5,0,0,28.75,39.44
0.79,637,343,147,7,5,0.1,1,35.94,43.33
0.79,637,343,147,7,5,0.1,2,36.03,42.86
0.79,637,343,147,7,5,0.1,3,36.7,34.29
0.79,637,343,147,7,5,0.1,4,37.1,35.29
0.79,637,343,147,7,5,0.1,5,35.48,41.26
0.79,637,343,147,7,5,0.25,1,39.04,45.52
0.79,637,343,147,7,5,0.25,2,38.98,45.97
0.79,637,343,147,7,5,0.25,3,39.83,36.87
0.79,637,343,147,7,5,0.25,4,40.12,37.26
0.79,637,343,147,7,5,0.25,5,38.65,43.73
0.79,637,343,147,7,5,0.4,1,41.67,46.94
0.79,637,343,147,7,5,0.4,2,41.92,48.03
0.79,637,343,147,7,5,0.4,3,42.08,38.23
0.79,637,343,147,7,5,0.4,4,42.96,39.56
0.79,637,343,147,7,5,0.4,5,40.79,44.87
0.76,661.5,416.5,122.5,7,5,0,0,23.93,29.4
0.76,661.5,416.5,122.5,7,5,0.1,1,32.21,33.67
0.76,661.5,416.5,122.5,7,5,0.1,2,32.41,33.78
0.76,661.5,416.5,122.5,7,5,0.1,3,33.24,34.5
0.76,661.5,416.5,122.5,7,5,0.1,4,32.31,34.05
0.76,661.5,416.5,122.5,7,5,0.1,5,33.27,33.88
0.76,661.5,416.5,122.5,7,5,0.25,1,36.43,36.62
0.76,661.5,416.5,122.5,7,5,0.25,2,36.45,36.81
0.76,661.5,416.5,122.5,7,5,0.25,3,36.52,37.29
0.76,661.5,416.5,122.5,7,5,0.25,4,36.26,37.51
0.76,661.5,416.5,122.5,7,5,0.25,5,36.7,36.15
0.76,661.5,416.5,122.5,7,5,0.4,1,40.43,39.48
0.76,661.5,416.5,122.5,7,5,0.4,2,40.42,39.7
0.76,661.5,416.5,122.5,7,5,0.4,3,39.68,40.1
0.76,661.5,416.5,122.5,7,5,0.4,4,40.11,40.77
0.76,661.5,416.5,122.5,7,5,0.4,5,39.86,38.18
0.74,686,245,220.5,3.5,5,0,0,6.04,11.17
0.74,686,245,220.5,3.5,5,0.1,1,10.39,13.7
0.74,686,245,220.5,3.5,5,0.1,2,10.45,13.79
0.74,686,245,220.5,3.5,5,0.1,3,10.38,13.49
0.74,686,245,220.5,3.5,5,0.1,4,10.14,13.53
0.74,686,245,220.5,3.5,5,0.1,5,10.39,13.5
0.74,686,245,220.5,3.5,5,0.25,1,12.45,15.5
0.74,686,245,220.5,3.5,5,0.25,2,12.3,15.44
0.74,686,245,220.5,3.5,5,0.25,3,11.69,14.76
0.74,686,245,220.5,3.5,5,0.25,4,12.43,15.35
0.74,686,245,220.5,3.5,5,0.25,5,12.02,14.03
0.74,686,245,220.5,3.5,5,0.4,1,14.55,17.25
0.74,686,245,220.5,3.5,5,0.4,2,14.5,17.03
0.74,686,245,220.5,3.5,5,0.4,3,13.78,16.6
0.74,686,245,220.5,3.5,5,0.4,4,14.44,17.32
0.74,686,245,220.5,3.5,5,0.4,5,14.39,16.7
0.71,710.5,269.5,220.5,3.5,5,0,0,6.4,11.67
0.71,710.5,269.5,220.5,3.5,5,0.1,1,10.75,14.27
0.71,710.5,269.5,220.5,3.5,5,0.1,2,10.68,14.21
0.71,710.5,269.5,220.5,3.5,5,0.1,3,10.7,13.87
0.71,710.5,269.5,220.5,3.5,5,0.1,4,10.72,14.2
0.71,710.5,269.5,220.5,3.5,5,0.1,5,13.69,13.89
0.71,710.5,269.5,220.5,3.5,5,0.25,1,12.63,15.81
0.71,710.5,269.5,220.5,3.5,5,0.25,2,12.49,15.32
0.71,710.5,269.5,220.5,3.5,5,0.25,3,12.19,14.94
0.71,710.5,269.5,220.5,3.5,5,0.25,4,12.28,15.64
0.71,710.5,269.5,220.5,3.5,5,0.25,5,12.27,14.97
0.71,710.5,269.5,220.5,3.5,5,0.4,1,14.58,17.47
0.71,710.5,269.5,220.5,3.5,5,0.4,2,14.71,17.51
0.71,710.5,269.5,220.5,3.5,5,0.4,3,13.86,16.1
0.71,710.5,269.5,220.5,3.5,5,0.4,4,14.66,17.74
0.71,710.5,269.5,220.5,3.5,5,0.4,5,12.42,15.31
0.69,735,294,220.5,3.5,5,0,0,6.81,11.93
0.69,735,294,220.5,3.5,5,0.1,1,11.16,14.45
0.69,735,294,220.5,3.5,5,0.1,2,11.49,13.51
0.69,735,294,220.5,3.5,5,0.1,3,11.14,14.4
0.69,735,294,220.5,3.5,5,0.1,4,11.2,14.73
0.69,735,294,220.5,3.5,5,0.1,5,11.16,14.39
0.69,735,294,220.5,3.5,5,0.25,1,12.72,15.78
0.69,735,294,220.5,3.5,5,0.25,2,12.95,15.99
0.69,735,294,220.5,3.5,5,0.25,3,12.12,15.17
0.69,735,294,220.5,3.5,5,0.25,4,12.86,16.13
0.69,735,294,220.5,3.5,5,0.25,5,12.47,14.6
0.69,735,294,220.5,3.5,5,0.4,1,14.42,17.2
0.69,735,294,220.5,3.5,5,0.4,2,14.62,17.22
0.69,735,294,220.5,3.5,5,0.4,3,14.08,17.02
0.69,735,294,220.5,3.5,5,0.4,4,14.71,17.39
0.69,735,294,220.5,3.5,5,0.4,5,14.21,16.74
0.66,759.5,318.5,220.5,3.5,5,0,0,7.1,12.14
0.66,759.5,318.5,220.5,3.5,5,0.1,1,11.69,13.65
0.66,759.5,318.5,220.5,3.5,5,0.1,2,11.43,14.74
0.66,759.5,318.5,220.5,3.5,5,0.1,3,11.61,13.83
0.66,759.5,318.5,220.5,3.5,5,0.1,4,11.43,14.83
0.66,759.5,318.5,220.5,3.5,5,0.1,5,11.34,14.87
0.66,759.5,318.5,220.5,3.5,5,0.25,1,13.18,16.19
0.66,759.5,318.5,220.5,3.5,5,0.25,2,13,15.87
0.66,759.5,318.5,220.5,3.5,5,0.25,3,12.84,16.26
0.66,759.5,318.5,220.5,3.5,5,0.25,4,12.92,16.14
0.66,759.5,318.5,220.5,3.5,5,0.25,5,13.02,16.06
0.66,759.5,318.5,220.5,3.5,5,0.4,1,15.23,17.95
0.66,759.5,318.5,220.5,3.5,5,0.4,2,15.3,18.15
0.66,759.5,318.5,220.5,3.5,5,0.4,3,14.9,18.22
0.66,759.5,318.5,220.5,3.5,5,0.4,4,15.3,18.24
0.66,759.5,318.5,220.5,3.5,5,0.4,5,15.16,18.06
0.64,784,343,220.5,3.5,5,0,0,10.56,16.67
0.64,784,343,220.5,3.5,5,0.1,1,15.21,19.32
0.64,784,343,220.5,3.5,5,0.1,2,15.19,19.3
0.64,784,343,220.5,3.5,5,0.1,3,15.36,19.29
0.64,784,343,220.5,3.5,5,0.1,4,15.16,19.48
0.64,784,343,220.5,3.5,5,0.1,5,15.36,19.29
0.64,784,343,220.5,3.5,5,0.25,1,17.37,21.08
0.64,784,343,220.5,3.5,5,0.25,2,17.11,20.43
0.64,784,343,220.5,3.5,5,0.25,3,16.86,20.28
0.64,784,343,220.5,3.5,5,0.25,4,16.62,19.9
0.64,784,343,220.5,3.5,5,0.25,5,16.92,20.29
0.64,784,343,220.5,3.5,5,0.4,1,19.42,22.53
0.64,784,343,220.5,3.5,5,0.4,2,19.12,21.93
0.64,784,343,220.5,3.5,5,0.4,3,18.46,21.53
0.64,784,343,220.5,3.5,5,0.4,4,18.84,22.49
0.64,784,343,220.5,3.5,5,0.4,5,17.88,21.4
0.62,808.5,367.5,220.5,3.5,5,0,0,8.5,12.04
0.62,808.5,367.5,220.5,3.5,5,0.1,1,13.02,14.27
0.62,808.5,367.5,220.5,3.5,5,0.1,2,13.04,14.24
0.62,808.5,367.5,220.5,3.5,5,0.1,3,12.73,13.89
0.62,808.5,367.5,220.5,3.5,5,0.1,4,13,14.47
0.62,808.5,367.5,220.5,3.5,5,0.1,5,12.62,14.15
0.62,808.5,367.5,220.5,3.5,5,0.25,1,15.16,15.76
0.62,808.5,367.5,220.5,3.5,5,0.25,2,14.6,15.3
0.62,808.5,367.5,220.5,3.5,5,0.25,3,13.99,14.35
0.62,808.5,367.5,220.5,3.5,5,0.25,4,14.65,15.38
0.62,808.5,367.5,220.5,3.5,5,0.25,5,13.86,14.75
0.62,808.5,367.5,220.5,3.5,5,0.4,1,17.14,17.2
0.62,808.5,367.5,220.5,3.5,5,0.4,2,17.15,16.99
0.62,808.5,367.5,220.5,3.5,5,0.4,3,16.74,16
0.62,808.5,367.5,220.5,3.5,5,0.4,4,16.77,16.79
0.62,808.5,367.5,220.5,3.5,5,0.4,5,16.64,16.03
